,state,ori
910,GEORGIA,GA02504
911,GEORGIA,GA02505
912,GEORGIA,GA02509
913,GEORGIA,GA02901
914,GEORGIA,GA02902
915,GEORGIA,GA03300
916,GEORGIA,GA03301
917,GEORGIA,GA03304
918,GEORGIA,GA03305
919,GEORGIA,GA03312
920,GEORGIA,GA03600
921,GEORGIA,GA03700
922,GEORGIA,GA03800
923,GEORGIA,GA03801
924,GEORGIA,GA03900
925,GEORGIA,GA04000
926,GEORGIA,GA04001
927,GEORGIA,GA04101
928,GEORGIA,GA04200
929,GEORGIA,GA04301
930,GEORGIA,GA04402
931,GEORGIA,GA04406
932,GEORGIA,GA04500
933,GEORGIA,GA04901
934,GEORGIA,GA05000
935,GEORGIA,GA05201
936,GEORGIA,GA05602
937,GEORGIA,GA05701
938,GEORGIA,GA05800
939,GEORGIA,GA05902
940,GEORGIA,GA06000
941,GEORGIA,GA06001
942,GEORGIA,GA06006
943,GEORGIA,GA06007
944,GEORGIA,GA06010
945,GEORGIA,GA06013
946,GEORGIA,GA06021
947,GEORGIA,GA06024
948,GEORGIA,GA06056
949,GEORGIA,GA06400
950,GEORGIA,GA06601
951,GEORGIA,GA06703
952,GEORGIA,GA06705
953,GEORGIA,GA06706
954,GEORGIA,GA06707
955,GEORGIA,GA06708
956,GEORGIA,GA06709
957,GEORGIA,GA06802
958,GEORGIA,GA06900
959,GEORGIA,GA07100
960,GEORGIA,GA07300
961,GEORGIA,GA07400
962,GEORGIA,GA07501
963,GEORGIA,GA07504
964,GEORGIA,GA07505
965,GEORGIA,GA07603
966,GEORGIA,GA07700
967,GEORGIA,GA07800
968,GEORGIA,GA07801
969,GEORGIA,GA07802
970,GEORGIA,GA07806
971,GEORGIA,GA07900
972,GEORGIA,GA08001
973,GEORGIA,GA08103
974,GEORGIA,GA08501
975,GEORGIA,GA08700
976,GEORGIA,GA09201
977,GEORGIA,GA09400
978,GEORGIA,GA09601
979,GEORGIA,GA09700
980,GEORGIA,GA09901
981,GEORGIA,GA10201
982,GEORGIA,GA10500
983,GEORGIA,GA10700
984,GEORGIA,GA10701
985,GEORGIA,GA10900
986,GEORGIA,GA11002
987,GEORGIA,GA11101
988,GEORGIA,GA11102
989,GEORGIA,GA11503
990,GEORGIA,GA11900
991,GEORGIA,GA12201
992,GEORGIA,GA12300
993,GEORGIA,GA12401
994,GEORGIA,GA12501
995,GEORGIA,GA12600
996,GEORGIA,GA12601
997,GEORGIA,GA12701
998,GEORGIA,GA12901
999,GEORGIA,GA13401
1000,GEORGIA,GA13600
1001,GEORGIA,GA13700
1002,GEORGIA,GA13701
1003,GEORGIA,GA13802
1004,GEORGIA,GA14000
1005,GEORGIA,GA14102
1006,GEORGIA,GA14103
1007,GEORGIA,GA14602
1008,GEORGIA,GA14700
1009,GEORGIA,GA14702
1010,GEORGIA,GA14800
1011,GEORGIA,GA14801
1012,GEORGIA,GA15401
1013,GEORGIA,GA15402
1014,GEORGIA,GA15500
1015,GEORGIA,GA15900
1016,GEORGIA,GAAPD00
1017,HAWAII,HI00100
1018,HAWAII,HI00500
1019,IDAHO,ID00100
1020,IDAHO,ID00101
1021,IDAHO,ID00102
1022,IDAHO,ID00103
1023,IDAHO,ID00301
1024,IDAHO,ID00302
1025,IDAHO,ID00500
1026,IDAHO,ID00600
1027,IDAHO,ID00602
1028,IDAHO,ID00700
1029,IDAHO,ID00900
1030,IDAHO,ID00901
1031,IDAHO,ID00902
1032,IDAHO,ID01000
1033,IDAHO,ID01002
1034,IDAHO,ID01100
1035,IDAHO,ID01101
1036,IDAHO,ID01400
1037,IDAHO,ID01401
1038,IDAHO,ID01402
1039,IDAHO,ID01501
1040,IDAHO,ID01600
1041,IDAHO,ID01800
1042,IDAHO,ID01801
1043,IDAHO,ID02000
1044,IDAHO,ID02002
1045,IDAHO,ID02101
1046,IDAHO,ID02300
1047,IDAHO,ID02301
1048,IDAHO,ID02500
1049,IDAHO,ID02700
1050,IDAHO,ID02800
1051,IDAHO,ID02801
1052,IDAHO,ID02802
1053,IDAHO,ID02805
1054,IDAHO,ID02900
1055,IDAHO,ID02905
1056,IDAHO,ID03300
1057,IDAHO,ID03301
1058,IDAHO,ID03400
1059,IDAHO,ID03401
1060,IDAHO,ID03500
1061,IDAHO,ID03502
1062,IDAHO,ID03700
1063,IDAHO,ID03800
1064,IDAHO,ID03901
1065,IDAHO,ID04200
1066,IDAHO,ID04201
1067,IDAHO,ID04202
1068,IDAHO,ID04203
1069,IDAHO,ID04300
1070,IDAHO,ID04301
1071,IDAHO,ID04400
1072,IDAHO,IDISP00
1073,ILLINOIS,IL10104
1074,INDIANA,IN00202
1075,INDIANA,IN00301
1076,INDIANA,IN00500
1077,INDIANA,IN00501
1078,INDIANA,IN00700
1079,INDIANA,IN01002
1080,INDIANA,IN01400
1081,INDIANA,IN01800
1082,INDIANA,IN01805
1083,INDIANA,IN01902
1084,INDIANA,IN02002
1085,INDIANA,IN02003
1086,INDIANA,IN02200
1087,INDIANA,IN02201
1088,INDIANA,IN02600
1089,INDIANA,IN02702
1090,INDIANA,IN02800
1091,INDIANA,IN02901
1092,INDIANA,IN02907
1093,INDIANA,IN03202
1094,INDIANA,IN03203
1095,INDIANA,IN03300
1096,INDIANA,IN03400
1097,INDIANA,IN03501
1098,INDIANA,IN03602
1099,INDIANA,IN03802
1100,INDIANA,IN04001
1101,INDIANA,IN04102
1102,INDIANA,IN04103
1103,INDIANA,IN04301
1104,INDIANA,IN04302
1105,INDIANA,IN04500
1106,INDIANA,IN04501
1107,INDIANA,IN04507
1108,INDIANA,IN04508
1109,INDIANA,IN04513
1110,INDIANA,IN04514
1111,INDIANA,IN04515
1112,INDIANA,IN04601
1113,INDIANA,IN04701
1114,INDIANA,IN04801
1115,INDIANA,IN04803
1116,INDIANA,IN04807
1117,INDIANA,IN04901
1118,INDIANA,IN04903
1119,INDIANA,IN05300
1120,INDIANA,IN05301
1121,INDIANA,IN05502
1122,INDIANA,IN05702
1123,INDIANA,IN06201
1124,INDIANA,IN07100
1125,INDIANA,IN07102
1126,INDIANA,IN07103
1127,INDIANA,IN07201
1128,INDIANA,IN07300
1129,INDIANA,IN07600
1130,INDIANA,IN07601
1131,INDIANA,IN07900
1132,INDIANA,IN07902
1133,INDIANA,IN08001
1134,INDIANA,IN08201
1135,INDIANA,IN08401
1136,INDIANA,IN08701
1137,INDIANA,IN09001
1138,INDIANA,INIEP00
1139,IOWA,IA00400
1140,IOWA,IA00401
1141,IOWA,IA00701
1142,IOWA,IA00702
1143,IOWA,IA00703
1144,IOWA,IA00707
1145,IOWA,IA00900
1146,IOWA,IA00902
1147,IOWA,IA01101
1148,IOWA,IA01200
1149,IOWA,IA01300
1150,IOWA,IA01401
1151,IOWA,IA01500
1152,IOWA,IA01700
1153,IOWA,IA01702
1154,IOWA,IA01801
1155,IOWA,IA02001
1156,IOWA,IA02101
1157,IOWA,IA02301
1158,IOWA,IA02303
1159,IOWA,IA02401
1160,IOWA,IA02500
1161,IOWA,IA02800
1162,IOWA,IA02801
1163,IOWA,IA02900
1164,IOWA,IA02901
1165,IOWA,IA03000
1166,IOWA,IA03001
1167,IOWA,IA03100
1168,IOWA,IA03101
1169,IOWA,IA03201
1170,IOWA,IA03401
1171,IOWA,IA03701
1172,IOWA,IA04001
1173,IOWA,IA04201
1174,IOWA,IA04400
1175,IOWA,IA04500
1176,IOWA,IA04501
1177,IOWA,IA04901
1178,IOWA,IA05001
1179,IOWA,IA05200
1180,IOWA,IA05201
1181,IOWA,IA05202
1182,IOWA,IA05204
1183,IOWA,IA05205
1184,IOWA,IA05501
1185,IOWA,IA05601
1186,IOWA,IA05602
1187,IOWA,IA05701
1188,IOWA,IA05702
1189,IOWA,IA05901
1190,IOWA,IA06101
1191,IOWA,IA06201
1192,IOWA,IA06401
1193,IOWA,IA06500
1194,IOWA,IA06501
1195,IOWA,IA06601
1196,IOWA,IA06801
1197,IOWA,IA06901
1198,IOWA,IA07001
1199,IOWA,IA07100
1200,IOWA,IA07400
1201,IOWA,IA07501
1202,IOWA,IA07600
1203,IOWA,IA07700
1204,IOWA,IA07701
1205,IOWA,IA07702
1206,IOWA,IA07703
1207,IOWA,IA07704
1208,IOWA,IA07705
1209,IOWA,IA07706
1210,IOWA,IA07707
1211,IOWA,IA07708
1212,IOWA,IA07714
1213,IOWA,IA07800
1214,IOWA,IA07801
1215,IOWA,IA07900
1216,IOWA,IA07901
1217,IOWA,IA08200
1218,IOWA,IA08201
1219,IOWA,IA08202
1220,IOWA,IA08400
1221,IOWA,IA08401
1222,IOWA,IA08500
1223,IOWA,IA08501
1224,IOWA,IA08504
1225,IOWA,IA08600
1226,IOWA,IA08900
1227,IOWA,IA09000
1228,IOWA,IA09001
1229,IOWA,IA09100
1230,IOWA,IA09102
1231,IOWA,IA09200
1232,IOWA,IA09201
1233,IOWA,IA09400
1234,IOWA,IA09401
1235,IOWA,IA09600
1236,IOWA,IA09601
1237,IOWA,IA09700
1238,IOWA,IA09701
1239,IOWA,IA09702
1240,IOWA,IA09800
1241,KANSAS,KS00100
1242,KANSAS,KS00102
1243,KANSAS,KS00200
1244,KANSAS,KS00301
1245,KANSAS,KS00500
1246,KANSAS,KS00502
1247,KANSAS,KS00601
1248,KANSAS,KS00700
1249,KANSAS,KS00701
1250,KANSAS,KS00800
1251,KANSAS,KS00801
1252,KANSAS,KS00802
1253,KANSAS,KS01100
1254,KANSAS,KS01102
1255,KANSAS,KS01103
1256,KANSAS,KS01400
1257,KANSAS,KS01401
1258,KANSAS,KS01501
1259,KANSAS,KS01600
1260,KANSAS,KS01800
1261,KANSAS,KS01801
1262,KANSAS,KS01900
1263,KANSAS,KS01901
1264,KANSAS,KS02101
1265,KANSAS,KS02200
1266,KANSAS,KS02300
1267,KANSAS,KS02301
1268,KANSAS,KS02304
1269,KANSAS,KS02600
1270,KANSAS,KS02601
1271,KANSAS,KS02700
1272,KANSAS,KS02800
1273,KANSAS,KS02900
1274,KANSAS,KS02901
1275,KANSAS,KS03000
1276,KANSAS,KS03001
1277,KANSAS,KS03101
1278,KANSAS,KS03102
1279,KANSAS,KS03401
1280,KANSAS,KS03700
1281,KANSAS,KS04000
1282,KANSAS,KS04001
1283,KANSAS,KS04300
1284,KANSAS,KS04301
1285,KANSAS,KS04400
1286,KANSAS,KS04601
1287,KANSAS,KS04609
1288,KANSAS,KS04610
1289,KANSAS,KS04611
1290,KANSAS,KS04617
1291,KANSAS,KS04900
1292,KANSAS,KS05001
1293,KANSAS,KS05200
1294,KANSAS,KS05201
1295,KANSAS,KS05202
1296,KANSAS,KS05203
1297,KANSAS,KS05205
1298,KANSAS,KS05601
1299,KANSAS,KS05700
1300,KANSAS,KS05701
1301,KANSAS,KS06100
1302,KANSAS,KS06101
1303,KANSAS,KS06102
1304,KANSAS,KS06201
1305,KANSAS,KS06301
1306,KANSAS,KS06600
1307,KANSAS,KS06700
1308,KANSAS,KS07000
1309,KANSAS,KS07001
1310,KANSAS,KS07301
1311,KANSAS,KS07500
1312,KANSAS,KS07600
1313,KANSAS,KS07800
1314,KANSAS,KS07801
1315,KANSAS,KS07802
1316,KANSAS,KS08100
1317,KANSAS,KS08102
1318,KANSAS,KS08401
1319,KANSAS,KS08501
1320,KANSAS,KS08700
1321,KANSAS,KS08701
1322,KANSAS,KS08702
1323,KANSAS,KS08703
1324,KANSAS,KS08705
1325,KANSAS,KS08715
1326,KANSAS,KS08716
1327,KANSAS,KS08800
1328,KANSAS,KS08801
1329,KANSAS,KS08900
1330,KANSAS,KS09100
1331,KANSAS,KS09601
1332,KANSAS,KS09603
1333,KANSAS,KS09701
1334,KANSAS,KS09900
1335,KANSAS,KS10100
1336,KANSAS,KS10302
1337,KANSAS,KS10501
1338,KANSAS,KS10503
1339,KANSAS,KS10504
1340,KANSAS,KSKHP00
1341,KENTUCKY,KY01001
1342,KENTUCKY,KY01501
1343,KENTUCKY,KY01902
1344,KENTUCKY,KY01906
1345,KENTUCKY,KY02101
1346,KENTUCKY,KY03000
1347,KENTUCKY,KY03001
1348,KENTUCKY,KY03403
1349,KENTUCKY,KY04702
1350,KENTUCKY,KY05101
1351,KENTUCKY,KY05401
1352,KENTUCKY,KY05680
1353,KENTUCKY,KY12001
1354,LOUISIANA,LA00300
1355,LOUISIANA,LA00800
1356,LOUISIANA,LA00801
1357,LOUISIANA,LA00900
1358,LOUISIANA,LA01200
1359,LOUISIANA,LA01701
1360,LOUISIANA,LA01704
1361,LOUISIANA,LA02001
1362,LOUISIANA,LA02002
1363,LOUISIANA,LA02402
1364,LOUISIANA,LA02600
1365,LOUISIANA,LA02601
1366,LOUISIANA,LA02602
1367,LOUISIANA,LA02603
1368,LOUISIANA,LA03201
1369,LOUISIANA,LA03300
1370,LOUISIANA,LA03400
1371,LOUISIANA,LA03800
1372,LOUISIANA,LA04000
1373,LOUISIANA,LA04700
1374,LOUISIANA,LA05200
1375,LOUISIANA,LA05201
1376,LOUISIANA,LA05202
1377,LOUISIANA,LA05301
1378,LOUISIANA,LA05303
1379,LOUISIANA,LA05901
1380,LOUISIANA,LA06101
1381,LOUISIANA,LA06300
1382,MAINE,ME00100
1383,MAINE,ME00101
1384,MAINE,ME00102
1385,MAINE,ME00103
1386,MAINE,ME00105
1387,MAINE,ME00106
1388,MAINE,ME00107
1389,MAINE,ME001SP
1390,MAINE,ME00200
1391,MAINE,ME00201
1392,MAINE,ME00203
1393,MAINE,ME00204
1394,MAINE,ME00205
1395,MAINE,ME00206
1396,MAINE,ME00207
1397,MAINE,ME002SP
1398,MAINE,ME00300
1399,MAINE,ME00301
1400,MAINE,ME00302
1401,MAINE,ME00303
1402,MAINE,ME00304
1403,MAINE,ME00306
1404,MAINE,ME00307
1405,MAINE,ME00308
1406,MAINE,ME00309
1407,MAINE,ME00310
1408,MAINE,ME00311
1409,MAINE,ME00314
1410,MAINE,ME00315
1411,MAINE,ME003SP
1412,MAINE,ME00400
1413,MAINE,ME00401
1414,MAINE,ME00402
1415,MAINE,ME00403
1416,MAINE,ME004SP
1417,MAINE,ME00500
1418,MAINE,ME00501
1419,MAINE,ME00502
1420,MAINE,ME00503
1421,MAINE,ME005SP
1422,MAINE,ME00600
1423,MAINE,ME00601
1424,MAINE,ME00602
1425,MAINE,ME00604
1426,MAINE,ME00605
1427,MAINE,ME00606
1428,MAINE,ME00607
1429,MAINE,ME00608
1430,MAINE,ME00700
1431,MAINE,ME00702
1432,MAINE,ME00800
1433,MAINE,ME00801
1434,MAINE,ME00802
1435,MAINE,ME00803
1436,MAINE,ME00804
1437,MAINE,ME00900
1438,MAINE,ME00901
1439,MAINE,ME00902
1440,MAINE,ME00903
1441,MAINE,ME00904
1442,MAINE,ME00905
1443,MAINE,ME00907
1444,MAINE,ME00910
1445,MAINE,ME009SP
1446,MAINE,ME01000
1447,MAINE,ME01001
1448,MAINE,ME01002
1449,MAINE,ME01003
1450,MAINE,ME01004
1451,MAINE,ME01005
1452,MAINE,ME01006
1453,MAINE,ME01007
1454,MAINE,ME01009
1455,MAINE,ME01011
1456,MAINE,ME010SP
1457,MAINE,ME01100
1458,MAINE,ME01101
1459,MAINE,ME01200
1460,MAINE,ME01201
1461,MAINE,ME01202
1462,MAINE,ME01300
1463,MAINE,ME01301
1464,MAINE,ME01302
1465,MAINE,ME01303
1466,MAINE,ME01304
1467,MAINE,ME013SP
1468,MAINE,ME01400
1469,MAINE,ME01401
1470,MAINE,ME014SP
1471,MAINE,ME01500
1472,MAINE,ME01501
1473,MAINE,ME01503
1474,MAINE,ME015SP
1475,MAINE,ME01600
1476,MAINE,ME01601
1477,MAINE,ME01602
1478,MAINE,ME01603
1479,MAINE,ME01604
1480,MAINE,ME01605
1481,MAINE,ME01606
1482,MAINE,ME01607
1483,MAINE,ME01608
1484,MAINE,ME01611
1485,MAINE,ME01613
1486,MAINE,ME01614
1487,MAINE,ME01616
1488,MAINE,ME01618
1489,MAINE,ME016SP
1490,MARYLAND,MD00102
1491,MARYLAND,MD00103
1492,MARYLAND,MD00201
1493,MARYLAND,MD00205
1494,MARYLAND,MD00210
1495,MARYLAND,MD00300
1496,MARYLAND,MD00401
1497,MARYLAND,MD00406
1498,MARYLAND,MD00408
1499,MARYLAND,MD00500
1500,MARYLAND,MD00600
1501,MARYLAND,MD00601
1502,MARYLAND,MD00602
1503,MARYLAND,MD00700
1504,MARYLAND,MD00701
1505,MARYLAND,MD00706
1506,MARYLAND,MD00708
1507,MARYLAND,MD00800
1508,MARYLAND,MD00805
1509,MARYLAND,MD00807
1510,MARYLAND,MD00815
1511,MARYLAND,MD00900
1512,MARYLAND,MD00901
1513,MARYLAND,MD01000
1514,MARYLAND,MD01101
1515,MARYLAND,MD01103
1516,MARYLAND,MD01104
1517,MARYLAND,MD01200
1518,MARYLAND,MD01302
1519,MARYLAND,MD01303
1520,MARYLAND,MD01400
1521,MARYLAND,MD01500
1522,MARYLAND,MD01502
1523,MARYLAND,MD01600
1524,MARYLAND,MD01603
1525,MARYLAND,MD01606
1526,MARYLAND,MD01700
1527,MARYLAND,MD01702
1528,MARYLAND,MD01705
1529,MARYLAND,MD01714
1530,MARYLAND,MD01719
1531,MARYLAND,MD01722
1532,MARYLAND,MD01725
1533,MARYLAND,MD01727
1534,MARYLAND,MD01739
1535,MARYLAND,MD01741
1536,MARYLAND,MD01800
1537,MARYLAND,MD02000
1538,MARYLAND,MD02002
1539,MARYLAND,MD02100
1540,MARYLAND,MD02101
1541,MARYLAND,MD02200
1542,MARYLAND,MD02302
1543,MARYLAND,MD02303
1544,MARYLAND,MD02400
1545,MARYLAND,MD02401
1546,MARYLAND,MD02402
1547,MARYLAND,MD02404
1548,MARYLAND,MD301SP
1549,MARYLAND,MD302SP
1550,MARYLAND,MD303SP
1551,MARYLAND,MD304SP
1552,MARYLAND,MD305SP
1553,MARYLAND,MD307SP
1554,MARYLAND,MD308SP
1555,MARYLAND,MD309SP
1556,MARYLAND,MD310SP
1557,MARYLAND,MD311SP
1558,MARYLAND,MD312SP
1559,MARYLAND,MD313SP
1560,MARYLAND,MD314SP
1561,MARYLAND,MD315SP
1562,MARYLAND,MD316SP
1563,MARYLAND,MD319SP
1564,MARYLAND,MD320SP
1565,MARYLAND,MD322SP
1566,MARYLAND,MD323SP
1567,MARYLAND,MD324SP
1568,MASSACHUSETTS,MA00101
1569,MASSACHUSETTS,MA00102
1570,MASSACHUSETTS,MA00103
1571,MASSACHUSETTS,MA00105
1572,MASSACHUSETTS,MA00106
1573,MASSACHUSETTS,MA00107
1574,MASSACHUSETTS,MA00108
1575,MASSACHUSETTS,MA00109
1576,MASSACHUSETTS,MA00110
1577,MASSACHUSETTS,MA00112
1578,MASSACHUSETTS,MA00114
1579,MASSACHUSETTS,MA00115
1580,MASSACHUSETTS,MA00201
1581,MASSACHUSETTS,MA00213
1582,MASSACHUSETTS,MA00214
1583,MASSACHUSETTS,MA00219
1584,MASSACHUSETTS,MA00222
1585,MASSACHUSETTS,MA00231
1586,MASSACHUSETTS,MA00301
1587,MASSACHUSETTS,MA00302
1588,MASSACHUSETTS,MA00303
1589,MASSACHUSETTS,MA00304
1590,MASSACHUSETTS,MA00305
1591,MASSACHUSETTS,MA00306
1592,MASSACHUSETTS,MA00307
1593,MASSACHUSETTS,MA00308
1594,MASSACHUSETTS,MA00309
1595,MASSACHUSETTS,MA00310
1596,MASSACHUSETTS,MA00311
1597,MASSACHUSETTS,MA00312
1598,MASSACHUSETTS,MA00314
1599,MASSACHUSETTS,MA00315
1600,MASSACHUSETTS,MA00317
1601,MASSACHUSETTS,MA00318
1602,MASSACHUSETTS,MA00319
1603,MASSACHUSETTS,MA00320
1604,MASSACHUSETTS,MA00405
1605,MASSACHUSETTS,MA00501
1606,MASSACHUSETTS,MA00502
1607,MASSACHUSETTS,MA00503
1608,MASSACHUSETTS,MA00505
1609,MASSACHUSETTS,MA00507
1610,MASSACHUSETTS,MA00511
1611,MASSACHUSETTS,MA00512
1612,MASSACHUSETTS,MA00514
1613,MASSACHUSETTS,MA00515
1614,MASSACHUSETTS,MA00517
1615,MASSACHUSETTS,MA00519
1616,MASSACHUSETTS,MA00523
1617,MASSACHUSETTS,MA00524
1618,MASSACHUSETTS,MA00525
1619,MASSACHUSETTS,MA00526
1620,MASSACHUSETTS,MA00527
1621,MASSACHUSETTS,MA00528
1622,MASSACHUSETTS,MA00529
1623,MASSACHUSETTS,MA00530
1624,MASSACHUSETTS,MA00534
1625,MASSACHUSETTS,MA00616
1626,MASSACHUSETTS,MA00701
1627,MASSACHUSETTS,MA00705
1628,MASSACHUSETTS,MA00706
1629,MASSACHUSETTS,MA00708
1630,MASSACHUSETTS,MA00710
1631,MASSACHUSETTS,MA00712
1632,MASSACHUSETTS,MA00713
1633,MASSACHUSETTS,MA00717
1634,MASSACHUSETTS,MA00718
1635,MASSACHUSETTS,MA00722
1636,MASSACHUSETTS,MA00723
1637,MASSACHUSETTS,MA00801
1638,MASSACHUSETTS,MA00802
1639,MASSACHUSETTS,MA00805
1640,MASSACHUSETTS,MA00807
1641,MASSACHUSETTS,MA00812
1642,MASSACHUSETTS,MA00815
1643,MASSACHUSETTS,MA00816
1644,MASSACHUSETTS,MA00817
1645,MASSACHUSETTS,MA00822
1646,MASSACHUSETTS,MA00901
1647,MASSACHUSETTS,MA00902
1648,MASSACHUSETTS,MA00904
1649,MASSACHUSETTS,MA00905
1650,MASSACHUSETTS,MA00908
1651,MASSACHUSETTS,MA00909
1652,MASSACHUSETTS,MA00910
1653,MASSACHUSETTS,MA00911
1654,MASSACHUSETTS,MA00913
1655,MASSACHUSETTS,MA00914
1656,MASSACHUSETTS,MA00917
1657,MASSACHUSETTS,MA00918
1658,MASSACHUSETTS,MA00920
1659,MASSACHUSETTS,MA00922
1660,MASSACHUSETTS,MA00923
1661,MASSACHUSETTS,MA00924
1662,MASSACHUSETTS,MA00926
1663,MASSACHUSETTS,MA00927
1664,MASSACHUSETTS,MA00928
1665,MASSACHUSETTS,MA00931
1666,MASSACHUSETTS,MA00932
1667,MASSACHUSETTS,MA00933
1668,MASSACHUSETTS,MA00934
1669,MASSACHUSETTS,MA00935
1670,MASSACHUSETTS,MA00937
1671,MASSACHUSETTS,MA00939
1672,MASSACHUSETTS,MA00943
1673,MASSACHUSETTS,MA00944
1674,MASSACHUSETTS,MA00945
1675,MASSACHUSETTS,MA00946
1676,MASSACHUSETTS,MA00947
1677,MASSACHUSETTS,MA00948
1678,MASSACHUSETTS,MA00949
1679,MASSACHUSETTS,MA00950
1680,MASSACHUSETTS,MA00952
1681,MASSACHUSETTS,MA00953
1682,MASSACHUSETTS,MA00954
1683,MASSACHUSETTS,MA01001
1684,MASSACHUSETTS,MA01101
1685,MASSACHUSETTS,MA01104
1686,MASSACHUSETTS,MA01105
1687,MASSACHUSETTS,MA01107
1688,MASSACHUSETTS,MA01110
1689,MASSACHUSETTS,MA01113
1690,MASSACHUSETTS,MA01118
1691,MASSACHUSETTS,MA01119
1692,MASSACHUSETTS,MA01120
1693,MASSACHUSETTS,MA01121
1694,MASSACHUSETTS,MA01123
1695,MASSACHUSETTS,MA01124
1696,MASSACHUSETTS,MA01125
1697,MASSACHUSETTS,MA01126
1698,MASSACHUSETTS,MA01127
1699,MASSACHUSETTS,MA01201
1700,MASSACHUSETTS,MA01203
1701,MASSACHUSETTS,MA01204
1702,MASSACHUSETTS,MA01206
1703,MASSACHUSETTS,MA01207
1704,MASSACHUSETTS,MA01208
1705,MASSACHUSETTS,MA01209
1706,MASSACHUSETTS,MA01212
1707,MASSACHUSETTS,MA01213
1708,MASSACHUSETTS,MA01214
1709,MASSACHUSETTS,MA01215
1710,MASSACHUSETTS,MA01216
1711,MASSACHUSETTS,MA01217
1712,MASSACHUSETTS,MA01218
1713,MASSACHUSETTS,MA01219
1714,MASSACHUSETTS,MA01220
1715,MASSACHUSETTS,MA01224
1716,MASSACHUSETTS,MA01225
1717,MASSACHUSETTS,MA01226
1718,MASSACHUSETTS,MA01301
1719,MASSACHUSETTS,MA01303
1720,MASSACHUSETTS,MA01304
1721,MASSACHUSETTS,MA01305
1722,MASSACHUSETTS,MA01333
1723,MASSACHUSETTS,MA01401
1724,MASSACHUSETTS,MA01402
1725,MASSACHUSETTS,MA01403
1726,MASSACHUSETTS,MA01404
1727,MASSACHUSETTS,MA01406
1728,MASSACHUSETTS,MA01410
1729,MASSACHUSETTS,MA01412
1730,MASSACHUSETTS,MA01413
1731,MASSACHUSETTS,MA01414
1732,MASSACHUSETTS,MA01415
1733,MASSACHUSETTS,MA01416
1734,MASSACHUSETTS,MA01417
1735,MASSACHUSETTS,MA01420
1736,MASSACHUSETTS,MA01421
1737,MASSACHUSETTS,MA01424
1738,MASSACHUSETTS,MA01425
1739,MASSACHUSETTS,MA01426
1740,MASSACHUSETTS,MA01427
1741,MASSACHUSETTS,MA01428
1742,MASSACHUSETTS,MA01429
1743,MASSACHUSETTS,MA01430
1744,MASSACHUSETTS,MA01432
1745,MASSACHUSETTS,MA01433
1746,MASSACHUSETTS,MA01434
1747,MASSACHUSETTS,MA01436
1748,MASSACHUSETTS,MA01442
1749,MASSACHUSETTS,MA01443
1750,MASSACHUSETTS,MA01445
1751,MASSACHUSETTS,MA01447
1752,MASSACHUSETTS,MA01448
1753,MASSACHUSETTS,MA01449
1754,MASSACHUSETTS,MA01450
1755,MASSACHUSETTS,MA01452
1756,MASSACHUSETTS,MA01453
1757,MASSACHUSETTS,MA01454
1758,MASSACHUSETTS,MA01457
1759,MASSACHUSETTS,MA01458
1760,MASSACHUSETTS,MA01459
1761,MASSACHUSETTS,MA01460
1762,MASSACHUSETTS,MA308SP
1763,MICHIGAN,MI01101
1764,MICHIGAN,MI02002
1765,MICHIGAN,MI03003
1766,MICHIGAN,MI03103
1767,MICHIGAN,MI03210
1768,MICHIGAN,MI03641
1769,MICHIGAN,MI04004
1770,MICHIGAN,MI04104
1771,MICHIGAN,MI04215
1772,MICHIGAN,MI05105
1773,MICHIGAN,MI06006
1774,MICHIGAN,MI06106
1775,MICHIGAN,MI07007
1776,MICHIGAN,MI08008
1777,MICHIGAN,MI08108
1778,MICHIGAN,MI08464
1779,MICHIGAN,MI09009
1780,MICHIGAN,MI09109
1781,MICHIGAN,MI09239
1782,MICHIGAN,MI09915
1783,MICHIGAN,MI11011
1784,MICHIGAN,MI11249
1785,MICHIGAN,MI11276
1786,MICHIGAN,MI11619
1787,MICHIGAN,MI11726
1788,MICHIGAN,MI11766
1789,MICHIGAN,MI11853
1790,MICHIGAN,MI11871
1791,MICHIGAN,MI11877
1792,MICHIGAN,MI12012
1793,MICHIGAN,MI12112
1794,MICHIGAN,MI12322
1795,MICHIGAN,MI13013
1796,MICHIGAN,MI13113
1797,MICHIGAN,MI14014
1798,MICHIGAN,MI15115
1799,MICHIGAN,MI15306
1800,MICHIGAN,MI16016
1801,MICHIGAN,MI16847
1802,MICHIGAN,MI17017
1803,MICHIGAN,MI17734
1804,MICHIGAN,MI18018
1805,MICHIGAN,MI18313
1806,MICHIGAN,MI19019
1807,MICHIGAN,MI19119
1808,MICHIGAN,MI19725
1809,MICHIGAN,MI20020
1810,MICHIGAN,MI20120
1811,MICHIGAN,MI21021
1812,MICHIGAN,MI21121
1813,MICHIGAN,MI21382
1814,MICHIGAN,MI21424
1815,MICHIGAN,MI22022
1816,MICHIGAN,MI23023
1817,MICHIGAN,MI23123
1818,MICHIGAN,MI23307
1819,MICHIGAN,MI23367
1820,MICHIGAN,MI24024
1821,MICHIGAN,MI24662
1822,MICHIGAN,MI25025
1823,MICHIGAN,MI25393
1824,MICHIGAN,MI25398
1825,MICHIGAN,MI25399
1826,MICHIGAN,MI25400
1827,MICHIGAN,MI25422
1828,MICHIGAN,MI25431
